特征一实部,特征一虚部,特征二,特征三,特征四四部,特征四虚部
-4747,3162,744,9,-2927,18140
22507,-9446,705,11,2848,-14475
19475,-3149,730,10,-2756,14288
2469,1407,708,11,-1529,11773
26625,196,736,3,-6021,15306
1896,5776,723,5,969,16052
18073,23063,831,14,8271,16593
5984,10887,834,10,12920,1680
-7745,8988,739,7,-5098,16947
-3992,-2237,833,3,-3992,-2237
16435,19533,704,13,16616,18927
359,1538,727,7,-2446,12659
12750,20751,841,4,10088,18012
1384,12727,729,5,4052,20111
23923,666,707,6,-1923,1346
5593,2263,728,14,5593,2263
28274,333,747,8,-10790,6170
15778,21103,728,13,15318,20250
15849,25455,849,11,-7352,12760
15505,19275,846,3,15505,19275
-1792,5495,722,12,-2891,10091
28697,8072,746,2,-4233,19025
19511,21139,839,14,15626,17007
-456,-11837,748,7,-9790,72
22501,20835,838,15,20415,20312
21625,-1018,837,2,2661,6743
12779,22680,736,12,12779,22680
28475,9918,715,1,351,-10446
28673,2068,732,4,-10976,803
14479,25551,847,11,-6810,1947
28961,8668,717,3,-1979,-11819
-10009,16878,712,13,-3993,-11041
-4451,7784,743,11,-2634,16429
25347,-2657,734,8,-8180,12170
-1507,-3251,737,11,-5893,7997
27520,-697,708,9,14310,-13077
15775,9564,742,3,10748,17725
28937,3301,707,6,1561,-14505
2178,24461,730,15,-7847,10004
17131,20447,829,9,14838,16335
25268,10044,705,0,1282,13680
28791,5847,703,10,10285,-14436
26437,6369,709,8,3766,-3231
14114,23056,710,13,12972,22373
10246,14804,736,5,10177,17138
-7679,5105,737,11,-5748,15882
19696,-3154,705,6,-5025,10395
-2665,10736,732,11,872,20021
17061,-12478,732,9,-11217,1377
-4180,2457,724,12,-5837,8363
21489,20871,837,9,20125,20574
12985,23902,835,8,10485,23359
25364,3487,720,8,-2218,5000
26787,1295,715,8,-8664,6394
-9523,1774,724,14,-9523,1774
11182,12730,729,1,12574,21779
26999,8078,732,2,-158,18155
4469,10060,730,6,7955,22040
9338,-8657,739,6,-2568,19379
12519,20294,743,4,15039,22552
4781,14829,831,4,5506,5089
-4586,13611,743,12,-4586,13611
12108,-14175,712,12,3140,-14278
13202,22964,833,12,13356,137
18213,24524,826,13,874,-6219
-9945,7769,746,12,-9945,7769
19257,4409,728,2,8770,22025
-8204,17445,745,14,-10634,10683
27144,5757,726,3,-3947,6139
23747,1162,712,8,-3413,9626
19591,23723,841,13,-2985,2207
14999,-12808,706,12,7144,-14251
4471,22976,736,15,-1469,7162
8613,19991,843,6,4866,9290
-7066,6657,729,7,-3570,18863
-7518,18819,724,15,169,-11725
28669,2296,729,4,-10446,-879
11168,-6405,747,4,672,21256
16854,19647,713,15,17022,18934
20928,22313,839,15,11732,19778
9707,20689,827,10,6077,14191
-1721,17169,833,8,-4773,5910
15965,-10975,714,7,-2290,-8137
18724,17854,742,4,18120,18875
20831,21750,844,12,16637,21016
-7555,9448,735,11,-4164,18263
13993,23934,743,15,10424,22401
28357,4439,723,8,-7057,-2944
22139,2267,728,6,1947,6397
27514,7215,719,1,-5007,4684
16148,-2082,748,3,4823,21659
28820,3563,723,4,-7350,-6916
10640,24091,847,8,6711,22801
2236,22441,713,13,-3492,13006
14840,25087,839,9,-1316,17446
8705,24972,827,9,2530,-5687
-2995,18942,737,14,-4984,14778
12860,10612,736,10,10177,17138
3527,1673,743,7,414,7678
-5006,2724,738,5,-4706,15303
12589,21277,828,10,9191,17567
18688,24342,833,13,-617,-6357
24592,1748,714,3,-3252,15170
8801,-772,733,6,3199,20158
26216,-4526,710,9,5265,-14769
14883,25483,826,14,3512,-9358
-2271,11276,716,12,-1823,15084
24638,1853,748,1,118,17989
25333,10304,706,0,1298,12525
26021,2654,826,0,3499,2789
19932,23026,839,15,4100,10618
13573,22580,827,12,11883,2955
22410,20392,846,11,21369,20104
29613,5510,739,3,-10681,-2177
28489,1279,722,6,-6377,-8248
18421,22838,840,12,9548,18147
15433,21046,843,3,15433,21046
27003,11032,707,0,-4161,9937
9703,18289,841,3,9703,18289
15816,23384,829,7,5975,15034
27311,6429,733,1,-3920,10405
9894,26319,841,9,-1814,-9630
27450,12462,714,2,160,-4626
19422,1032,748,10,2444,10153
11012,25606,829,5,-784,-4629
27330,12071,712,0,-5051,3698
19366,22939,846,14,9056,19331
19056,22850,849,12,9051,19116
15584,23017,736,13,14047,22250
11672,22388,837,7,12298,577
26603,3209,730,8,-4411,4874
26322,7466,737,2,815,16796
11494,-13599,728,11,-9733,-1014
20696,22340,835,15,10326,18562
18616,-11342,739,9,-4568,-8075
12482,4240,712,4,4942,17364
-12443,10505,703,15,9918,-14249
-5288,-4731,724,14,-5288,-4731
15406,21242,836,6,12645,18981
-8242,18357,721,13,-5325,-9098
13863,-3078,837,2,2366,15836
21072,-2974,705,9,4199,-5033
26498,6117,719,3,-2052,4447
-2901,6779,722,7,-1680,16855
23220,-7623,721,11,4816,-13006
15824,24164,831,12,1759,8237
7953,20246,828,10,4416,11696
27289,8288,706,3,2597,-4651
25417,4358,705,8,-627,991
1427,11365,741,9,3434,19001
26198,526,715,4,-7509,4297
28941,6495,711,6,14446,-13581
24900,7182,713,4,9070,518
25727,10380,703,3,12115,-414
28692,9179,710,3,3470,-13343
4393,25884,743,15,-9030,7771
18833,-2966,717,6,-3007,12157
12350,22243,837,6,7404,17775
3041,-10230,728,9,-8161,14048
1639,21941,723,13,-3720,10657
29101,4976,737,8,-1328,-10581
13897,4007,712,8,4942,17364
16289,-12649,713,7,-3770,-9956
23994,1621,706,10,-924,1486
-11101,-1880,708,13,16761,-12739
-10888,13722,740,14,-11934,5321
-154,1895,713,11,-2462,13779
25064,7982,705,4,11492,-307
20842,-10553,712,5,-3993,-11041
-4348,17500,748,11,501,22525
27340,14136,717,0,6722,-13195
25832,10642,709,0,465,11752
3662,9692,826,3,3662,9692
12423,11397,740,6,10554,17601
4907,-10191,713,11,-8532,4747
1934,-7041,719,11,-7198,8749
17867,17830,715,4,17086,18937
-356,16093,747,7,2136,19928
-7882,9429,744,12,-7882,9429
25898,10564,712,1,9365,382
20786,22564,847,13,8587,19216
26462,1528,743,3,-4586,13611
28441,5033,734,3,-6939,1395
15639,2404,724,8,4328,17552
8602,14094,703,8,10330,21518
21504,20321,835,8,21356,20219
8836,17025,709,6,11158,21831
11068,23600,744,13,6594,20058
24817,-4827,705,5,8668,-12775
28341,625,737,4,-8710,-3693
15711,24541,836,5,757,17139
-5068,2222,705,14,-5068,2222
-5930,14874,743,11,-1283,21242
12961,726,734,4,3003,17067
26942,11388,741,0,543,8361
14592,398,729,11,5811,3753
11364,15,740,4,3152,18549
18478,23424,835,14,6325,18143
20402,21425,832,11,18186,20569
16655,24956,836,14,-3767,-97
14491,21672,845,6,10669,18570
13973,24979,835,11,-2613,6726
12645,18981,836,3,12645,18981
6319,26106,828,9,8325,-14534
9832,15443,723,3,12926,22264
3711,24912,721,15,-6043,15113
-1672,-4316,725,9,-4884,17135
16050,18527,836,4,15378,16813
4248,20094,848,1,7106,22448
18935,24393,839,13,-2364,-8677
13137,21053,840,11,12317,5623
27628,11949,716,0,-7580,5058
-10073,-4241,748,11,-10960,12558
22625,2949,729,1,2070,17834
15315,97,728,5,5038,3718
-7063,16646,833,10,3734,-13478
27917,12860,715,2,-1607,-12677
18277,-5351,733,6,-3484,15896
-9917,13797,707,13,-25,-10977
22263,19209,839,15,21842,17482
9274,-962,744,10,2450,18858
-8147,7095,741,12,-8147,7095
28530,3101,725,4,-8454,-3756
19160,24043,837,13,-2741,-3201
13788,22386,848,6,8874,18945
6153,7748,736,8,8117,21796
27704,12032,713,2,-3695,-4474
28795,8094,711,4,14446,-13581
22670,20363,842,12,21782,20046
12726,21925,708,7,13458,22511
10504,19313,734,8,13821,22721
-10674,237,741,14,-4763,-8357
-8737,914,832,8,4643,-13795
25744,-4824,740,10,-11058,6126
21564,21098,825,14,19838,20565
23090,1323,740,1,1000,18210
2708,-8061,836,1,-5083,28
16021,23456,840,12,5494,6410
10181,18931,712,4,12900,22561
17913,18550,732,11,17731,19003
27110,14396,704,0,10464,-14576
9716,23420,847,4,3797,19659
11794,24133,829,9,646,5918
7071,23665,849,6,-3215,10032
-3898,12578,748,7,-1229,18393
19960,21541,844,12,15314,19180
26926,3625,706,8,-5055,-808
28052,8439,705,3,1510,-8748
2565,10145,845,3,2565,10145
15455,24485,845,11,-977,11149
20471,-10471,719,5,-4456,-9704
7645,8263,741,3,10093,22287
27165,8839,703,3,5311,-5624
25739,5883,742,2,3620,19829
28796,7783,706,10,18154,-11987
-4816,-5191,745,5,-8551,11813
9747,24065,743,13,3909,19436
25927,-2087,835,2,-1167,-1722
28760,9088,722,1,-6851,-6368
-3928,17635,711,13,-3009,-584
16792,24259,847,5,3797,19659
3704,19783,737,14,2544,17725
-6641,-3663,747,5,-8389,13604
2608,1580,729,12,-148,5523
18146,17740,720,8,17302,18941
20826,21039,827,9,19591,20495
6266,15911,744,6,10585,22451
26614,10828,737,2,2952,6310
22049,-5133,727,8,-3541,19636
28317,4727,719,8,-5888,-4777
10041,25535,837,9,-599,-6538
28547,4086,708,6,4748,-13207
1826,21021,849,4,-4595,6662
22701,19836,845,6,22442,19712
21805,20002,834,3,21805,20002
9681,815,745,4,4343,19828
4919,14495,719,7,5913,18583
1924,25605,739,15,-9799,28
8832,623,712,7,2491,6429
28050,10939,727,0,-6846,15101
22850,372,737,10,31,4279
13305,22341,738,5,14264,22781
5535,15046,727,5,7125,19808
-2715,-3713,739,11,-6852,8459
23717,-6707,748,6,-9645,9422
15781,-10995,723,5,-7057,-2944
2284,-12767,743,9,-11007,8855
-3745,-1960,723,5,-5376,16348
14348,23694,824,14,10339,444
26222,13160,727,0,6271,3257
9327,-3370,730,6,1415,20419
4924,8936,826,6,15278,-61
18224,24457,824,15,5457,-9161
26242,12485,721,2,6773,1943
3559,-3564,706,14,3559,-3564
20486,2065,727,3,2672,17517
27276,18,734,4,-7934,272
20033,23745,846,13,-7581,496
-288,13958,734,7,1542,18094
2769,13987,835,8,2820,5885
16179,18414,746,10,16433,20138
9529,26223,828,5,3040,-12079
8890,20907,824,9,11060,1111
9035,-4785,707,7,-1216,1984
27477,10405,708,2,-6364,6376
1836,-10333,720,11,-9616,7865
-11666,7424,714,13,9131,-13724
22836,4224,738,3,2933,12298
15576,24188,826,14,4307,2150
-10976,803,732,14,-10976,803
-13077,11471,712,13,4085,-15584
23101,2717,829,2,9138,3685
27152,-223,727,10,-9084,1760
9206,18920,734,10,12509,22630
8865,7732,735,4,7602,19661
10450,17748,714,3,13351,22509
19455,-1604,722,8,-315,17299
15497,24948,843,9,91,19110
13175,-1656,742,4,1981,18321
-403,12708,713,14,-403,12708
26621,-3468,739,6,-9799,28
19999,-8147,734,6,-8180,12170
2693,22718,834,6,-4681,1797
2025,17390,713,13,2384,6799
25524,11,705,6,-4670,-1489
7522,25301,828,9,5267,-10354
13556,24007,833,11,2462,5858
15925,24404,825,14,1196,3912
2753,22138,726,13,-2586,12174
26211,10683,738,0,2933,12298
-5442,18900,719,13,-5469,-3486
-2489,6135,722,14,-2489,6135
-3667,21564,714,13,-9227,2606
9959,24067,737,13,4567,20039
21486,20474,840,6,20972,20256
-1305,-7757,740,11,-8354,5392
26240,1112,745,3,-4124,14675
22879,-6612,711,9,-1198,-9702
4694,13041,719,11,5559,18199
-3086,23044,741,13,-4763,-8357
11436,-12969,724,5,-10177,1692
3627,14820,747,12,3627,14820
-1136,-5634,733,7,-7284,10582
3536,25337,739,15,-8166,5469
14886,22654,728,14,14886,22654
12851,-13670,737,11,-3033,-9287
-7510,12241,843,8,-5076,-5623
5551,26396,746,15,-9837,11332
28363,-98,744,10,-7253,-5757
18226,4493,727,1,6891,19247
25895,-4841,704,5,9986,-14872
29200,7609,724,3,-7474,-6974
28821,9285,720,1,-5310,-8823
2423,26315,742,15,-11857,1058
21193,20369,844,4,20809,20206
5740,22091,721,13,1700,15879
21484,18957,827,14,21408,17543
-7142,-2212,832,3,-7142,-2212
29035,5415,707,10,8345,-15039
26090,5634,840,0,11580,2490
9765,11628,713,5,8415,15477
28865,9849,728,1,-3385,-10309
21426,20268,848,4,21073,20118
6932,23122,828,10,-1243,13679
22824,-3570,736,10,-5901,7288
10881,-8515,724,9,-6586,7049
28055,7004,738,2,-2618,19285
8230,19107,710,12,8627,19988
17825,23188,829,13,11531,3244
6055,22198,830,8,1664,18434
18431,23748,838,5,11165,23495
20283,23148,839,15,2764,16565
27486,7559,705,3,-941,-4109
28438,12157,742,0,-10298,669
16626,18674,836,0,18825,20755
21726,-1321,838,0,1773,14196
26540,7084,713,1,-2477,5217
16406,25452,843,14,-2762,-9920
21885,20386,840,6,21456,20248
19529,23844,841,13,-4155,-357
26446,-1833,745,8,-8551,11813
3456,4954,717,5,1137,14606
7430,-10226,840,1,-2236,-4736
-919,11343,708,13,6622,-452
577,-9530,719,12,-6315,-4147
9591,18094,718,6,12310,22193
24574,-657,716,6,-5090,2837
4916,-13278,718,14,4916,-13278
21076,20496,828,8,20905,20394
21771,21431,833,15,18270,20550
-2652,9831,721,12,-2410,14006
21927,-1593,718,6,-3834,7766
-7101,-3924,748,7,-9581,8842
-4789,21472,727,13,-9293,-1955
2580,11820,847,3,2580,11820
4716,-11833,829,1,-5729,-4781
13757,19005,709,11,13909,19930
14642,25300,824,14,4214,-6898
22439,20829,833,13,20445,20401
21626,5630,710,2,5634,20014
-9037,7441,728,12,-8161,14048
14838,25520,833,12,-2074,-6981
6115,-2258,743,10,2206,20597
5439,2765,709,12,2908,5351
29037,2072,840,0,-2236,-4736
26417,12538,724,2,6718,1307
27685,10293,725,0,-4097,16541
22357,18676,848,14,22143,17441
13180,23569,828,11,4388,6531
16985,24275,846,11,3492,19397
28180,10779,727,2,-8118,7759
28743,111,837,0,-8447,2025
14512,24220,825,12,3704,2386
16307,20668,834,6,14301,18735
18987,23437,828,15,4388,6531
-12164,7677,717,13,9309,-14235
13562,21895,736,7,14047,22250
24877,-5425,719,5,6532,-13283
13200,21928,735,14,12788,21542
11436,25790,824,11,-2107,-4462
26370,2208,738,3,-4699,11729
26920,11094,704,0,-5123,9773
26119,5010,824,2,15762,-340
12621,6235,841,0,11317,19247
23224,1672,838,2,7268,3754
5066,16949,746,5,7004,20368
10828,20458,735,7,11548,21263
3722,23556,846,6,-5814,2351
19863,22575,826,13,11237,18255
23776,-1401,731,4,-5104,12763
24795,-3698,739,10,-8166,5469
15113,25238,835,12,-1874,-4540
-3213,4685,841,3,-3213,4685
17180,22969,742,15,15998,22525
25163,5588,742,2,4012,20169
13588,25956,839,5,-8726,3916
28262,154,747,8,-11153,5522
18278,23378,834,15,13178,475
26239,678,709,8,-8461,7254
19905,23024,831,15,6451,16521
7143,13560,714,8,10310,22239
11948,18789,831,3,11948,18789
15636,25196,836,12,-5083,28
26551,11377,745,2,5136,5417
3299,-12679,835,3,3299,-12679
17501,20489,825,1,17899,20776
11572,22851,829,5,7009,2931
18961,22043,848,5,13504,19815
28997,6017,729,8,-4213,-9178
17821,24078,847,9,8229,23453
13601,3462,742,9,7282,7445
25352,1077,728,8,-5102,10491
8167,24724,737,13,531,18969
19828,-1635,739,8,-955,15234
26405,-510,736,4,-7350,3126
26711,4767,735,3,-2466,5448
18256,4181,734,2,8906,21760
29259,6839,729,3,-10438,-1619
4151,14209,724,13,7824,5657
27945,3152,719,4,-6109,-3910
23535,-3497,841,2,-2588,5209
25268,6967,747,3,4788,5998
8182,24386,740,13,1000,18210
20266,-2006,844,0,2857,16485
-5214,21362,729,15,-4717,-8596
16195,24488,837,11,1034,17488
16251,25137,836,14,-2265,-4485
16630,-12136,824,1,6361,-13180
16483,-6490,703,6,-5506,14567
18013,-6288,746,6,-4569,13697
5961,9039,849,8,9515,2813
2401,5467,835,1,1213,11269
27821,13396,708,2,8404,-16027
10525,14476,747,3,13114,21774
486,1618,730,11,-2019,14040
13365,26087,830,12,6521,-14248
27982,9870,709,2,-8522,9636
22379,20617,845,14,20885,20173
21233,-5307,718,10,-6672,13505
27702,4069,715,1,-7347,13695
18695,22691,835,12,11129,19376
12675,21399,837,10,9098,17666
25808,7139,744,0,4527,20573
-658,16552,826,4,-1094,1254
22464,20406,842,5,21717,20147
9092,22781,838,6,1773,14196
23031,-1563,829,0,-516,12834
17502,22850,830,12,8674,16180
14228,3241,718,1,7051,21094
20686,21912,848,12,16029,21138
21163,-5106,706,5,4706,-7594
18456,21710,832,7,14093,18642
-3,252,711,14,-3,252
19907,-7980,704,5,72,-8612
16476,23016,733,15,15450,22589
22646,-6654,706,5,3747,-11653
22915,-3739,729,4,-5170,15812
24031,-6862,709,5,4264,-13831
28986,4013,711,6,4188,-14561
4120,23084,724,13,-1889,15260
17964,24207,847,14,-2013,9404
5702,-5159,728,11,-4033,7492
15763,23311,838,9,6941,17529
162,9678,709,15,11461,-806
17687,23920,849,12,1285,13719
16532,24814,845,12,-4318,3728
14303,4648,845,1,11690,6374
18955,17265,718,2,17202,18939
6953,25865,737,13,-3478,19122
14358,25393,833,12,1857,-8555
14291,21874,732,9,15335,22574
12753,-12536,706,12,4849,-12904
19266,21733,835,12,14402,18798
28409,859,743,8,-11029,3863
-4095,14866,837,8,-5362,803
780,13572,826,8,1034,4410
-3931,9917,707,13,6645,-4358
3164,-9324,832,1,-5424,-1499
18496,2668,736,1,5043,18689
21011,20972,830,9,19810,20460
26398,13188,728,0,5568,2668
1982,7473,707,13,11750,243
2514,21577,733,13,-2407,10238
12273,20553,738,6,14517,22519
-4541,13220,844,8,-4020,-1984
20696,23084,842,13,6107,21931
-2080,20827,722,13,-6188,3475
16927,22715,839,12,7943,11228
28291,8077,708,1,-7240,-2537
4859,20993,845,4,-977,11149
-6668,9809,744,7,-4006,17216
26232,9599,706,2,-1628,10864
8825,22619,730,13,5275,18720
12723,19927,739,3,15550,22629
11712,19321,737,4,14165,22284
-4813,-7580,743,7,-10072,5050
11944,20831,828,6,8469,15797
21192,21153,826,12,19518,20503
1540,18417,847,8,-2013,9404
22429,2866,738,4,2861,6675
19992,19705,839,2,20889,20273
13082,9100,710,2,11244,21944
14709,2829,729,5,7108,6706
-10747,9721,706,13,5354,-12342
13272,19916,739,3,15760,22438
19389,23572,831,15,459,6925
12484,25095,827,11,-1355,1830
1985,-11727,742,5,-10010,4126
28958,6846,720,4,6635,-14131
-2154,22908,724,15,-8193,-248
11773,-14090,712,12,2827,-14037
22876,20557,838,13,21308,20281
-4254,21358,708,15,-7240,-2537
-1235,21710,705,15,-6055,4317
20007,19360,830,6,19613,18684
-675,23354,714,15,-8618,5575
6205,7118,843,8,10747,1479
2011,24530,726,13,-7135,14468
25897,8258,738,0,2731,17991
27211,-2666,736,6,-9337,-2853
2883,20574,742,14,1385,18303
24810,5606,713,4,5003,928
14159,23116,828,12,9306,3459
27813,3879,719,3,-8489,9562
23911,1246,729,3,-819,17167
-2599,22055,727,13,-8733,2868
14720,-11038,723,5,-7365,-1529
-3059,-10378,743,7,-10528,2284
27210,4998,721,1,-5490,12181
28914,8804,718,1,-8398,-6040
22993,-5760,843,2,-5474,8661
1448,10376,739,9,2944,18281
24172,1778,732,4,-2093,8076
23704,3836,710,3,-635,11523
21225,20539,837,10,20737,20340
1990,-14683,737,7,-9765,-4134
-9821,7795,747,12,-9821,7795
27896,6207,717,1,-7376,8279
19727,22170,841,7,15174,21022
-1149,15721,824,4,-498,132
6921,2565,723,11,1951,10444
3801,-6826,713,11,-6221,7080
18571,1499,729,10,2203,12457
6185,-14189,735,11,-8091,-4227
-8933,4073,746,7,-7388,14423
13520,25465,846,9,-6325,8059
17733,-4421,748,6,-2480,13184
13157,20183,830,8,11799,18688
26050,2861,827,0,4081,2544
23343,810,744,1,1322,19199
26891,1369,712,6,-3130,-5135
25550,-1364,740,8,-7093,10673
-287,-6773,718,9,-6515,15456
11374,18075,741,6,13390,21571
-6939,6752,732,11,-2551,19964
19874,22089,842,14,13477,19475
20908,23130,847,15,1557,20454
24712,-239,733,8,-4707,13896
11334,10985,832,2,12079,18876
20911,18898,849,8,20741,18674
-2461,-8622,734,7,-9097,2545
26154,10508,717,1,8882,21
28394,10672,737,2,-7492,3955
26007,2002,739,1,-2433,16646
28663,4903,722,8,-6595,-5625
5587,8814,707,9,4317,16353
-769,24301,744,13,-8244,-3306
13339,26125,832,7,-6934,-2606
11043,-13630,826,1,-901,-10884
18899,17233,709,0,16842,18930
15719,23515,831,11,5799,15843
9758,14563,728,7,9659,17342
1701,22520,709,13,-4391,12680
1356,18944,830,3,1356,18944
3579,18546,706,14,3579,18546
18870,-5970,706,9,-1469,-3564
23659,-2315,736,4,-5696,9283
23912,8067,708,4,10880,3179
29100,4841,736,8,-1821,-10608
20938,-3840,838,0,1328,17846
28856,6003,713,10,10028,-13723
28668,10228,740,2,-9330,7860
22869,19710,849,10,22648,19609
27681,906,739,8,-8824,3329
19997,21443,830,9,18001,20571
28166,3159,727,3,-8487,13348
3494,21774,837,6,-1974,2646
28280,908,723,6,-7360,-6353
4019,24775,708,15,-4280,16981
12042,24103,733,15,8504,22334
28907,10391,742,2,-11046,7909
-743,11902,732,11,2395,19914
11832,21734,720,7,12799,22515
20626,20566,832,8,20383,20438
4025,24615,712,13,-3121,18666
-5956,-8581,721,14,-5956,-8581
8507,13182,834,6,13129,4827
25970,4452,741,3,-1164,7971
26881,-667,834,0,-4804,6653
-8361,19261,717,13,-7412,-8239
7811,-10152,720,7,-6544,699
11782,24865,837,9,-1491,3244
15950,17236,843,3,15950,17236
21223,-10345,824,1,12810,-13929
20357,18696,842,3,20357,18696
19155,21150,831,6,18108,20564
-3863,-5135,744,11,-8240,8641
17313,24780,846,12,-6668,10272
-5692,11308,719,11,-867,21012
9522,22889,849,10,1999,15375
395,19897,832,6,117,-3502
9340,2695,849,3,9340,2695
22593,20305,846,9,21943,20076
13366,21057,845,5,11690,6374
27714,-1607,746,6,-8327,-3751
13623,-9113,710,7,-1780,-4764
28948,3663,741,8,-6240,-6029
15804,23060,825,7,7539,15408
